512
0 -nan -nan
1 0.124776 0.000102
2 0.124770 0.000110
3 0.124698 0.000118
4 0.124597 0.000129
5 0.124617 0.000142
6 0.124692 0.000157
7 0.124626 0.000175
8 0.124593 0.000195
9 0.124772 0.000218
10 0.124761 0.000244
11 0.124974 0.000276
12 0.125103 0.000312
13 0.124990 0.000354
14 0.125015 0.000402
15 0.124902 0.000450
16 0.124648 0.000504
17 0.124666 0.000573
18 0.124350 0.000651
19 0.124475 0.000734
20 0.124826 0.000835
21 0.124380 0.000958
22 0.123705 0.001085
23 0.123449 0.001214
24 0.124046 0.001371
25 0.122929 0.001549
26 0.123699 0.001756
27 0.123881 0.001988
28 0.122791 0.002244
29 0.121234 0.002508
30 0.121873 0.002822
31 0.121738 0.003164
32 0.121854 0.003586
33 0.121960 0.004067
34 0.120837 0.004610
35 0.117960 0.005217
36 0.123438 0.005887
37 0.127025 0.006578
38 0.121840 0.007389
39 0.121176 0.008339
40 0.124384 0.009337
41 0.119337 0.010477
42 0.000000 0.000000
43 0.000000 0.000000
44 0.000000 0.000000
45 0.000000 0.000000
46 0.000000 0.000000
47 0.000000 0.000000
48 0.000000 0.000000
49 0.000000 0.000000
50 0.000000 0.000000
51 0.000000 0.000000
52 0.000000 0.000000
53 0.000000 0.000000
54 0.000000 0.000000
55 0.000000 0.000000
56 0.000000 0.000000
57 0.000000 0.000000
58 0.000000 0.000000
59 0.000000 0.000000
60 0.000000 0.000000
61 0.000000 0.000000
62 0.000000 0.000000
63 -nan -nan
64 -nan -nan
65 -nan -nan
66 -nan -nan
67 -nan -nan
68 -nan -nan
69 -nan -nan
70 -nan -nan
71 -nan -nan
72 -nan -nan
73 0.126991 0.248179
74 0.171219 0.307854
75 0.262531 0.466874
76 0.310370 0.594922
77 0.137973 0.387701
78 0.075028 0.478857
79 0.200186 0.438196
80 0.262667 0.503023
81 -nan -nan
82 -nan -nan
83 0.214636 0.330378
84 0.225004 0.302531
85 0.109454 0.217040
86 0.091850 0.199953
87 -nan -nan
88 -nan -nan
89 -nan -nan
90 0.093282 0.144097
91 0.129521 0.127068
92 0.060564 0.172034
93 0.082000 0.129630
94 -nan -nan
95 -nan -nan
96 -nan -nan
97 0.070104 0.115585
98 -nan -nan
99 -nan -nan
100 -nan -nan
101 0.029339 0.224400
102 -nan -nan
103 0.055662 0.124090
104 -nan -nan
105 -nan -nan
106 0.051214 0.137344
107 -nan -nan
108 0.117566 0.088616
109 0.107799 0.092472
110 0.156271 0.093176
111 0.118895 0.090101
112 0.132245 0.087040
