160
0 -nan -nan
1 0.700305 0.000100
2 0.700316 0.000108
3 0.700211 0.000135
4 0.700324 0.000227
5 0.700247 0.000439
6 0.700214 0.000835
7 0.702795 0.001555
8 0.704873 0.002781
9 0.698356 0.004768
10 0.697286 0.008079
11 0.691059 0.013455
12 0.718804 0.023105
13 0.717926 0.037480
14 0.679616 0.055584
15 0.579771 0.074122
16 0.513654 0.099204
17 0.381519 0.115212
18 0.384748 0.168425
19 0.282957 0.193323
20 0.582103 0.531680
21 0.223785 0.344752
22 1.896722 3.869882
23 8.689739 26.981114
24 10.110352 32.226595
25 0.285274 0.789486
26 0.060027 0.262136
27 -nan -nan
28 -nan -nan
29 -nan -nan
30 0.205267 0.518340
31 -nan -nan
32 1.419733 3.133134
33 1.583210 3.831501
34 -nan -nan
35 -nan -nan
36 -nan -nan
37 0.226586 1.337930
38 1.457383 7.230340
39 2.877161 15.735281
40 -nan -nan
41 -nan -nan
42 2848.467690 24266.833400
43 35.786386 234.492413
44 80.087382 404.335712
45 -nan -nan
46 -nan -nan
47 -nan -nan
48 -nan -nan
49 0.047228 -nan
50 -nan -nan
51 -nan -nan
52 -nan -nan
53 -nan -nan
54 -nan -nan
55 -nan -nan
56 -nan -nan
57 -nan -nan
58 -nan -nan
59 -nan -nan
60 -nan -nan
61 3212.474081 257089.156574
62 -nan -nan
63 -nan -nan
64 -nan -nan
65 -nan -nan
66 18.462753 267.774232
67 -nan -nan
68 -nan -nan
69 -nan -nan
70 -nan -nan
71 -nan -nan
72 -nan -nan
73 -nan -nan
74 -nan -nan
75 -nan -nan
76 -nan -nan
77 -nan -nan
78 -nan -nan
79 -nan -nan
80 -nan -nan
81 -nan -nan
82 -nan -nan
83 -nan -nan
84 -nan -nan
85 -nan -nan
86 -nan -nan
87 -nan -nan
88 -nan -nan
89 -nan -nan
90 -nan -nan
91 -nan -nan
92 -nan -nan
93 -nan -nan
94 18.462753 267.774232
95 -nan -nan
96 -nan -nan
97 -nan -nan
98 -nan -nan
99 3212.474081 257089.156574
100 -nan -nan
101 -nan -nan
102 -nan -nan
103 -nan -nan
104 -nan -nan
105 -nan -nan
106 -nan -nan
107 -nan -nan
108 -nan -nan
109 -nan -nan
110 -nan -nan
111 0.047228 -nan
112 -nan -nan
113 -nan -nan
114 -nan -nan
115 -nan -nan
116 80.087382 404.335712
117 35.786386 234.492413
118 2848.467690 24266.833400
119 -nan -nan
120 -nan -nan
121 2.877161 15.735281
122 1.457383 7.230340
123 0.226586 1.337930
124 -nan -nan
125 -nan -nan
126 -nan -nan
127 1.583210 3.831501
128 1.419733 3.133134
129 -nan -nan
130 0.205267 0.518340
131 -nan -nan
132 -nan -nan
133 -nan -nan
134 0.060027 0.262136
135 0.285274 0.789486
136 10.110352 32.226595
137 8.689739 26.981114
138 1.896722 3.869882
139 0.223785 0.344752
140 0.582103 0.531680
141 0.282957 0.193323
142 0.384748 0.168425
143 0.381519 0.115212
144 0.513654 0.099204
145 0.579771 0.074122
146 0.679616 0.055584
147 0.717926 0.037480
148 0.718804 0.023105
149 0.691059 0.013455
150 0.697286 0.008079
151 0.698356 0.004768
152 0.704873 0.002781
153 0.702795 0.001555
154 0.700214 0.000835
155 0.700247 0.000439
156 0.700324 0.000227
157 0.700211 0.000135
158 0.700316 0.000108
159 0.700305 0.000100
