128
0 -nan -nan
1 0.494878 0.000109
2 0.494804 0.000164
3 0.494686 0.000258
4 0.494569 0.000417
5 0.494458 0.000677
6 0.493403 0.001104
7 0.493932 0.001799
8 0.497511 0.002989
9 0.500689 0.004973
10 0.507915 0.008212
11 0.511505 0.013662
12 0.513863 0.021950
13 0.437515 0.034425
14 0.382335 0.054322
15 0.471338 0.081881
16 0.487110 0.126655
17 0.456937 0.187604
18 0.538581 0.252444
19 0.535926 0.267603
20 0.217841 0.327317
21 -nan -nan
22 -nan -nan
23 -nan -nan
24 0.248870 0.415016
25 0.625332 0.504892
26 0.209079 0.961747
27 -nan -nan
28 1.254290 2.901619
29 0.850729 1.771068
30 -nan -nan
31 -nan -nan
32 -nan -nan
33 -nan -nan
34 -nan -nan
35 1.569370 -nan
36 -nan -nan
37 -nan -nan
38 -nan -nan
39 -nan -nan
40 0.731832 3.613298
41 -nan -nan
42 -nan -nan
43 -nan -nan
44 -nan -nan
45 2.211646 19.241205
46 -nan -nan
47 -nan -nan
48 1.312987 3.429330
49 -nan -nan
50 -nan -nan
51 -nan -nan
52 -nan -nan
53 0.497667 0.400494
54 -nan -nan
55 0.392252 0.697843
56 0.921770 1.134182
57 -nan -nan
58 -nan -nan
59 -nan -nan
60 -nan -nan
61 0.449909 1.171491
62 -nan -nan
63 -nan -nan
64 0.080186 -nan
65 -nan -nan
66 -nan -nan
67 0.449909 1.171491
68 -nan -nan
69 -nan -nan
70 -nan -nan
71 -nan -nan
72 0.921770 1.134182
73 0.392252 0.697843
74 -nan -nan
75 0.497667 0.400494
76 -nan -nan
77 -nan -nan
78 -nan -nan
79 -nan -nan
80 1.312987 3.429330
81 -nan -nan
82 -nan -nan
83 2.211646 19.241205
84 -nan -nan
85 -nan -nan
86 -nan -nan
87 -nan -nan
88 0.731832 3.613298
89 -nan -nan
90 -nan -nan
91 -nan -nan
92 -nan -nan
93 1.569370 -nan
94 -nan -nan
95 -nan -nan
96 -nan -nan
97 -nan -nan
98 -nan -nan
99 0.850729 1.771068
100 1.254290 2.901619
101 -nan -nan
102 0.209079 0.961747
103 0.625332 0.504892
104 0.248870 0.415016
105 -nan -nan
106 -nan -nan
107 -nan -nan
108 0.217841 0.327317
109 0.535926 0.267603
110 0.538581 0.252444
111 0.456937 0.187604
112 0.487110 0.126655
113 0.471338 0.081881
114 0.382335 0.054322
115 0.437515 0.034425
116 0.513863 0.021950
117 0.511505 0.013662
118 0.507915 0.008212
119 0.500689 0.004973
120 0.497511 0.002989
121 0.493932 0.001799
122 0.493403 0.001104
123 0.494458 0.000677
124 0.494569 0.000417
125 0.494686 0.000258
126 0.494804 0.000164
127 0.494878 0.000109
