32
0 -nan -nan
1 1.763131 0.000472
2 1.763695 0.002729
3 1.770886 0.016010
4 1.981155 0.119518
5 -nan -nan
6 2.632631 4.316656
7 -nan -nan
8 0.287143 1.438764
9 -nan -nan
10 -nan -nan
11 -nan -nan
12 0.556665 4.953061
13 2.264043 -nan
14 -nan -nan
15 -nan -nan
16 -nan -nan
17 -nan -nan
18 -nan -nan
19 2.264043 -nan
20 0.556665 4.953061
21 -nan -nan
22 -nan -nan
23 -nan -nan
24 0.287143 1.438764
25 -nan -nan
26 2.632631 4.316656
27 -nan -nan
28 1.981155 0.119518
29 1.770886 0.016010
30 1.763695 0.002729
31 1.763131 0.000472
